drug_name,target
fesoterodine,Muscarinic acetylcholine receptor M2 antagonist
fesoterodine,Muscarinic acetylcholine receptor M5 antagonist
methacholine,Muscarinic acetylcholine receptor M3 agonist
methacholine,Muscarinic acetylcholine receptor M1 agonist
pralatrexate,Thymidylate synthase inhibitor
parecoxib,Prostaglandin G/H synthase 2 inhibitor
lurasidone,Dopamine D2 receptor antagonist
lurasidone,5-hydroxytryptamine receptor 2A antagonist
lurasidone,5-hydroxytryptamine receptor 7 antagonist
lurasidone,5-hydroxytryptamine receptor 1A antagonist
lurasidone,Alpha-2C adrenergic receptor antagonist
lurasidone,Alpha-2A adrenergic receptor antagonist
mirabegron,Beta-3 adrenergic receptor agonist
mirabegron,Beta-1 adrenergic receptor agonist
regorafenib,Vascular endothelial growth factor receptor 2 inhibitor
regorafenib,Mast/stem cell growth factor receptor Kit inhibitor
regorafenib,Platelet-derived growth factor receptor beta inhibitor
regorafenib,Tyrosine-protein kinase ABL1 inhibitor
aclidinium,Muscarinic acetylcholine receptor M1 antagonist
aclidinium,Muscarinic acetylcholine receptor M2 antagonist
aclidinium,Muscarinic acetylcholine receptor M3 antagonist
aclidinium,Muscarinic acetylcholine receptor M4 antagonist
aclidinium,Muscarinic acetylcholine receptor M5 antagonist
ponatinib,Tyrosine-protein kinase ABL1 inhibitor
ponatinib,Mast/stem cell growth factor receptor Kit inhibitor
ponatinib,Vascular endothelial growth factor receptor 2 inhibitor
pomalidomide,Prostaglandin G/H synthase 2 inhibitor
tibolone,Estrogen receptor alpha antagonist
tibolone,Estrogen receptor alpha agonist
umeclidinium,Muscarinic acetylcholine receptor M1 antagonist
umeclidinium,Muscarinic acetylcholine receptor M2 antagonist
umeclidinium,Muscarinic acetylcholine receptor M3 antagonist
umeclidinium,Muscarinic acetylcholine receptor M4 antagonist
umeclidinium,Muscarinic acetylcholine receptor M5 antagonist
homatropine,Muscarinic acetylcholine receptor M1 antagonist
homatropine,Muscarinic acetylcholine receptor M2 antagonist
homatropine,Muscarinic acetylcholine receptor M3 antagonist
homatropine,Muscarinic acetylcholine receptor M4 antagonist
homatropine,Muscarinic acetylcholine receptor M5 antagonist
tropisetron,5-hydroxytryptamine receptor 3A antagonist
lormetazepam,GABA(A) Receptor ligand
lormetazepam,GABA(A) Receptor Benzodiazepine Binding Site ligand
candesartan,Type-1 angiotensin II receptor antagonist
